"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"19f3a006f00b375640dcfe4ee69f766a",16.1456086792259,-4.65613054582295,1.00079263717238,-4.6524428466803,3.28025671876034e-06,0.000146131082497695,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","Holophaga_sp."
"b8d3487da8fdb8562992274df7160370",34.6957016306451,-3.41477226818954,1.03938640601446,-3.28537322446184,0.00101847363745939,0.0166460918538006,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured",NA
"3fadeada3375d56ad4526967d281ead5",8.82209714596751,3.73818947064204,0.945242597396643,3.95474080509876,7.66176686779401e-05,0.00200881950064974,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured",NA
"8d508351a73e2b00a4625d59811c8a06",5.1751362330116,-2.88801512712829,0.880128940850623,-3.28135457554332,0.00103309782756049,0.0167222330030209,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",NA
"b005890222c4c074cb0546dded398773",5.02585637551598,-2.83987666753717,0.875395951789987,-3.2441053236884,0.00117820171477209,0.0186511554470525,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","AAP99","metagenome"
"f882a7a4602dad598d1c81f7d7db5076",14.7641424005599,-4.52171822668007,0.989955807931929,-4.56759603858094,4.93349654913005e-06,0.000203567390396071,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA
"0fd509994490dcbc912262d3db736ded",144.324072326147,-7.86616491567337,1.08860440556146,-7.22591684866118,4.97732238301036e-13,1.41633659875803e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter",NA
"49c6b955923e357d54060933fd9f8031",13.8381600292021,-4.42407099265457,0.982088031225495,-4.50476011517421,6.64479611134095e-06,0.000255342775759468,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium",NA
"5f561007e7d92b5d897f071f531aa24d",4.25487879197214,-2.56270026535726,0.847788432561592,-3.02280635938151,0.00250442441373389,0.0338539056997605,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9","uncultured_sludge"
"e3cc8fda0c14ef89dec61df85be7d156",3.99780955429346,-2.45704254316545,0.837181100883465,-2.93489967770721,0.00333655544446047,0.0425220762213013,"Bacteria","Proteobacteria","Gammaproteobacteria","WD260","WD260","WD260","uncultured_bacterium"
